able,unable,abundant,scarce,39
happy,sad,interesting,uninteresting,39
happy,sad,large,small,39
happy,sad,long,short,39
happy,sad,lumpy,flat,39
happy,sad,noisy,silent,39
happy,sad,normal,abnormal,39
happy,sad,organized,unorganized,39
happy,sad,pale,tanned,39
happy,sad,rich,poor,39
happy,sad,sane,crazy,39
happy,sad,short,tall,39
happy,sad,simple,difficult,39
happy,sad,sincere,insincere,39
happy,sad,slow,fast,39
happy,sad,sweet,sour,39
happy,sad,tasty,tasteless,39
happy,sad,tight,loose,39
happy,sad,warm,cool,39
happy,sad,white,black,39
happy,sad,wide,narrow,39
happy,sad,willing,unwilling,39
happy,sad,young,old,39
hard,soft,hot,cold,39
hard,soft,interesting,uninteresting,39
hard,soft,large,small,39
hard,soft,long,short,39
hard,soft,lumpy,flat,39
hard,soft,noisy,silent,39
hard,soft,normal,abnormal,39
hard,soft,organized,unorganized,39
hard,soft,pale,tanned,39
hard,soft,rich,poor,39
hard,soft,sane,crazy,39
hard,soft,short,tall,39
hard,soft,simple,difficult,39
hard,soft,sincere,insincere,39
hard,soft,slow,fast,39
hard,soft,sweet,sour,39
hard,soft,tasty,tasteless,39
hard,soft,tight,loose,39
hard,soft,warm,cool,39
hard,soft,white,black,39
hard,soft,wide,narrow,39
hard,soft,willing,unwilling,39
hard,soft,young,old,39
hot,cold,interesting,uninteresting,39
hot,cold,large,small,39
hot,cold,long,short,39
hot,cold,lumpy,flat,39
hot,cold,noisy,silent,39
hot,cold,normal,abnormal,39
hot,cold,organized,unorganized,39
hot,cold,pale,tanned,39
hot,cold,rich,poor,39
hot,cold,sane,crazy,39
hot,cold,short,tall,39
hot,cold,simple,difficult,39
hot,cold,sincere,insincere,39
hot,cold,slow,fast,39
hot,cold,sweet,sour,39
hot,cold,tasty,tasteless,39
hot,cold,tight,loose,39
hot,cold,warm,cool,39
hot,cold,white,black,39
hot,cold,wide,narrow,39
hot,cold,willing,unwilling,39
hot,cold,young,old,39
interesting,uninteresting,large,small,39
interesting,uninteresting,long,short,39
interesting,uninteresting,lumpy,flat,39
interesting,uninteresting,noisy,silent,39
interesting,uninteresting,normal,abnormal,39
interesting,uninteresting,organized,unorganized,39
interesting,uninteresting,pale,tanned,39
interesting,uninteresting,rich,poor,39
interesting,uninteresting,sane,crazy,39
interesting,uninteresting,short,tall,39
interesting,uninteresting,simple,difficult,39
interesting,uninteresting,sincere,insincere,39
interesting,uninteresting,slow,fast,39
interesting,uninteresting,sweet,sour,39
interesting,uninteresting,tasty,tasteless,39
interesting,uninteresting,tight,loose,39
interesting,uninteresting,warm,cool,39
interesting,uninteresting,white,black,39
interesting,uninteresting,wide,narrow,39
interesting,uninteresting,willing,unwilling,39
interesting,uninteresting,young,old,39
large,small,long,short,39
large,small,lumpy,flat,39
large,small,noisy,silent,39
large,small,normal,abnormal,39
large,small,organized,unorganized,39
large,small,pale,tanned,39
large,small,rich,poor,39
large,small,sane,crazy,39
large,small,short,tall,39
large,small,simple,difficult,39
large,small,sincere,insincere,39
large,small,slow,fast,39
large,small,sweet,sour,39
large,small,tasty,tasteless,39
large,small,tight,loose,39
large,small,warm,cool,39
large,small,white,black,39
large,small,wide,narrow,39
large,small,willing,unwilling,39
large,small,young,old,39
long,short,lumpy,flat,39
long,short,noisy,silent,39
long,short,normal,abnormal,39
long,short,organized,unorganized,39
long,short,pale,tanned,39
long,short,rich,poor,39
long,short,sane,crazy,39
long,short,short,tall,39
long,short,simple,difficult,39
long,short,sincere,insincere,39
long,short,slow,fast,39
long,short,sweet,sour,39
long,short,tasty,tasteless,39
long,short,tight,loose,39
long,short,warm,cool,39
long,short,white,black,39
long,short,wide,narrow,39
long,short,willing,unwilling,39
long,short,young,old,39
lumpy,flat,noisy,silent,39
lumpy,flat,normal,abnormal,39
lumpy,flat,organized,unorganized,39
lumpy,flat,pale,tanned,39
lumpy,flat,rich,poor,39
lumpy,flat,sane,crazy,39
lumpy,flat,short,tall,39
lumpy,flat,simple,difficult,39
lumpy,flat,sincere,insincere,39
lumpy,flat,slow,fast,39
lumpy,flat,sweet,sour,39
lumpy,flat,tasty,tasteless,39
lumpy,flat,tight,loose,39
lumpy,flat,warm,cool,39
lumpy,flat,white,black,39
lumpy,flat,wide,narrow,39
lumpy,flat,willing,unwilling,39
lumpy,flat,young,old,39
noisy,silent,normal,abnormal,39
noisy,silent,organized,unorganized,39
noisy,silent,pale,tanned,39
noisy,silent,rich,poor,39
noisy,silent,sane,crazy,39
noisy,silent,short,tall,39
noisy,silent,simple,difficult,39
noisy,silent,sincere,insincere,39
noisy,silent,slow,fast,39
noisy,silent,sweet,sour,39
noisy,silent,tasty,tasteless,39
noisy,silent,tight,loose,39
noisy,silent,warm,cool,39
noisy,silent,white,black,39
noisy,silent,wide,narrow,39
noisy,silent,willing,unwilling,39
noisy,silent,young,old,39
normal,abnormal,organized,unorganized,39
normal,abnormal,pale,tanned,39
normal,abnormal,rich,poor,39
normal,abnormal,sane,crazy,39
normal,abnormal,short,tall,39
normal,abnormal,simple,difficult,39
normal,abnormal,sincere,insincere,39
normal,abnormal,slow,fast,39
normal,abnormal,sweet,sour,39
normal,abnormal,tasty,tasteless,39
normal,abnormal,tight,loose,39
normal,abnormal,warm,cool,39
normal,abnormal,white,black,39
normal,abnormal,wide,narrow,39
normal,abnormal,willing,unwilling,39
normal,abnormal,young,old,39
organized,unorganized,pale,tanned,39
organized,unorganized,rich,poor,39
organized,unorganized,sane,crazy,39
organized,unorganized,short,tall,39
organized,unorganized,simple,difficult,39
organized,unorganized,sincere,insincere,39
organized,unorganized,slow,fast,39
organized,unorganized,sweet,sour,39
organized,unorganized,tasty,tasteless,39
organized,unorganized,tight,loose,39
organized,unorganized,warm,cool,39
organized,unorganized,white,black,39
organized,unorganized,wide,narrow,39
organized,unorganized,willing,unwilling,39
organized,unorganized,young,old,39
pale,tanned,rich,poor,39
pale,tanned,sane,crazy,39
pale,tanned,short,tall,39
pale,tanned,simple,difficult,39
pale,tanned,sincere,insincere,39
pale,tanned,slow,fast,39
pale,tanned,sweet,sour,39
pale,tanned,tasty,tasteless,39
pale,tanned,tight,loose,39
pale,tanned,warm,cool,39
pale,tanned,white,black,39
pale,tanned,wide,narrow,39
pale,tanned,willing,unwilling,39
pale,tanned,young,old,39
rich,poor,sane,crazy,39
rich,poor,short,tall,39
rich,poor,simple,difficult,39
rich,poor,sincere,insincere,39
rich,poor,slow,fast,39
rich,poor,sweet,sour,39
rich,poor,tasty,tasteless,39
rich,poor,tight,loose,39
rich,poor,warm,cool,39
rich,poor,white,black,39
rich,poor,wide,narrow,39
rich,poor,willing,unwilling,39
rich,poor,young,old,39
sane,crazy,short,tall,39
sane,crazy,simple,difficult,39
sane,crazy,sincere,insincere,39
sane,crazy,slow,fast,39
sane,crazy,sweet,sour,39
sane,crazy,tasty,tasteless,39
sane,crazy,tight,loose,39
sane,crazy,warm,cool,39
sane,crazy,white,black,39
sane,crazy,wide,narrow,39
sane,crazy,willing,unwilling,39
sane,crazy,young,old,39
short,tall,simple,difficult,39
short,tall,sincere,insincere,39
short,tall,slow,fast,39
short,tall,sweet,sour,39
short,tall,tasty,tasteless,39
short,tall,tight,loose,39
short,tall,warm,cool,39
short,tall,white,black,39
short,tall,wide,narrow,39
short,tall,willing,unwilling,39
short,tall,young,old,39
simple,difficult,sincere,insincere,39
simple,difficult,slow,fast,39
simple,difficult,sweet,sour,39
simple,difficult,tasty,tasteless,39
simple,difficult,tight,loose,39
simple,difficult,warm,cool,39
simple,difficult,white,black,39
simple,difficult,wide,narrow,39
simple,difficult,willing,unwilling,39
simple,difficult,young,old,39
sincere,insincere,slow,fast,39
sincere,insincere,sweet,sour,39
sincere,insincere,tasty,tasteless,39
sincere,insincere,tight,loose,39
sincere,insincere,warm,cool,39
sincere,insincere,white,black,39
sincere,insincere,wide,narrow,39
sincere,insincere,willing,unwilling,39
sincere,insincere,young,old,39
slow,fast,sweet,sour,39
slow,fast,tasty,tasteless,39
slow,fast,tight,loose,39
slow,fast,warm,cool,39
slow,fast,white,black,39
slow,fast,wide,narrow,39
slow,fast,willing,unwilling,39
slow,fast,young,old,39
sweet,sour,tasty,tasteless,39
sweet,sour,tight,loose,39
sweet,sour,warm,cool,39
sweet,sour,white,black,39
sweet,sour,wide,narrow,39
sweet,sour,willing,unwilling,39
sweet,sour,young,old,39
tasty,tasteless,tight,loose,39
tasty,tasteless,warm,cool,39
tasty,tasteless,white,black,39
tasty,tasteless,wide,narrow,39
tasty,tasteless,willing,unwilling,39
tasty,tasteless,young,old,39
tight,loose,warm,cool,39
tight,loose,white,black,39
tight,loose,wide,narrow,39
tight,loose,willing,unwilling,39
tight,loose,young,old,39
warm,cool,white,black,39
warm,cool,wide,narrow,39
warm,cool,willing,unwilling,39
warm,cool,young,old,39
white,black,wide,narrow,39
white,black,willing,unwilling,39
white,black,young,old,39
wide,narrow,willing,unwilling,39
wide,narrow,young,old,39
willing,unwilling,young,old,39
