actor,actress,batman,batwoman,30
headmaster,headmistress,man,woman,30
headmaster,headmistress,manager,manageress,30
headmaster,headmistress,mister,miss,30
headmaster,headmistress,murderer,murderess,30
headmaster,headmistress,nephew,niece,30
headmaster,headmistress,poet,poetess,30
headmaster,headmistress,policeman,policewoman,30
headmaster,headmistress,prince,princess,30
headmaster,headmistress,ram,ewe,30
headmaster,headmistress,rooster,hen,30
headmaster,headmistress,sculptor,sculptress,30
headmaster,headmistress,sir,madam,30
headmaster,headmistress,son,daughter,30
headmaster,headmistress,stallion,mare,30
headmaster,headmistress,stepfather,stepmother,30
headmaster,headmistress,superman,superwoman,30
headmaster,headmistress,tiger,tigress,30
headmaster,headmistress,uncle,aunt,30
headmaster,headmistress,valet,maid,30
headmaster,headmistress,waiter,waitress,30
heir,heiress,hero,heroine,30
heir,heiress,hound,bitch,30
heir,heiress,husband,wife,30
heir,heiress,king,queen,30
heir,heiress,lion,lioness,30
heir,heiress,man,woman,30
heir,heiress,manager,manageress,30
heir,heiress,mister,miss,30
heir,heiress,murderer,murderess,30
heir,heiress,nephew,niece,30
heir,heiress,poet,poetess,30
heir,heiress,policeman,policewoman,30
heir,heiress,prince,princess,30
heir,heiress,ram,ewe,30
heir,heiress,rooster,hen,30
heir,heiress,sculptor,sculptress,30
heir,heiress,sir,madam,30
heir,heiress,son,daughter,30
heir,heiress,stallion,mare,30
heir,heiress,stepfather,stepmother,30
heir,heiress,superman,superwoman,30
heir,heiress,tiger,tigress,30
heir,heiress,uncle,aunt,30
heir,heiress,valet,maid,30
heir,heiress,waiter,waitress,30
hero,heroine,hound,bitch,30
hero,heroine,husband,wife,30
hero,heroine,king,queen,30
hero,heroine,lion,lioness,30
hero,heroine,man,woman,30
hero,heroine,manager,manageress,30
hero,heroine,mister,miss,30
hero,heroine,murderer,murderess,30
hero,heroine,nephew,niece,30
hero,heroine,poet,poetess,30
hero,heroine,policeman,policewoman,30
hero,heroine,prince,princess,30
hero,heroine,ram,ewe,30
hero,heroine,rooster,hen,30
hero,heroine,sculptor,sculptress,30
hero,heroine,sir,madam,30
hero,heroine,son,daughter,30
hero,heroine,stallion,mare,30
hero,heroine,stepfather,stepmother,30
hero,heroine,superman,superwoman,30
hero,heroine,tiger,tigress,30
hero,heroine,uncle,aunt,30
hero,heroine,valet,maid,30
hero,heroine,waiter,waitress,30
hound,bitch,husband,wife,30
hound,bitch,king,queen,30
hound,bitch,lion,lioness,30
hound,bitch,man,woman,30
hound,bitch,manager,manageress,30
hound,bitch,mister,miss,30
hound,bitch,murderer,murderess,30
hound,bitch,nephew,niece,30
hound,bitch,poet,poetess,30
hound,bitch,policeman,policewoman,30
hound,bitch,prince,princess,30
hound,bitch,ram,ewe,30
hound,bitch,rooster,hen,30
hound,bitch,sculptor,sculptress,30
hound,bitch,sir,madam,30
hound,bitch,son,daughter,30
hound,bitch,stallion,mare,30
hound,bitch,stepfather,stepmother,30
hound,bitch,superman,superwoman,30
hound,bitch,tiger,tigress,30
hound,bitch,uncle,aunt,30
hound,bitch,valet,maid,30
hound,bitch,waiter,waitress,30
husband,wife,king,queen,30
husband,wife,lion,lioness,30
husband,wife,man,woman,30
husband,wife,manager,manageress,30
husband,wife,mister,miss,30
husband,wife,murderer,murderess,30
husband,wife,nephew,niece,30
husband,wife,poet,poetess,30
husband,wife,policeman,policewoman,30
husband,wife,prince,princess,30
husband,wife,ram,ewe,30
husband,wife,rooster,hen,30
husband,wife,sculptor,sculptress,30
husband,wife,sir,madam,30
husband,wife,son,daughter,30
husband,wife,stallion,mare,30
husband,wife,stepfather,stepmother,30
husband,wife,superman,superwoman,30
husband,wife,tiger,tigress,30
husband,wife,uncle,aunt,30
husband,wife,valet,maid,30
husband,wife,waiter,waitress,30
king,queen,lion,lioness,30
king,queen,man,woman,30
king,queen,manager,manageress,30
king,queen,mister,miss,30
king,queen,murderer,murderess,30
king,queen,nephew,niece,30
king,queen,poet,poetess,30
king,queen,policeman,policewoman,30
king,queen,prince,princess,30
king,queen,ram,ewe,30
king,queen,rooster,hen,30
king,queen,sculptor,sculptress,30
king,queen,sir,madam,30
king,queen,son,daughter,30
king,queen,stallion,mare,30
king,queen,stepfather,stepmother,30
king,queen,superman,superwoman,30
king,queen,tiger,tigress,30
king,queen,uncle,aunt,30
king,queen,valet,maid,30
king,queen,waiter,waitress,30
lion,lioness,man,woman,30
lion,lioness,manager,manageress,30
lion,lioness,mister,miss,30
lion,lioness,murderer,murderess,30
lion,lioness,nephew,niece,30
lion,lioness,poet,poetess,30
lion,lioness,policeman,policewoman,30
lion,lioness,prince,princess,30
lion,lioness,ram,ewe,30
lion,lioness,rooster,hen,30
lion,lioness,sculptor,sculptress,30
lion,lioness,sir,madam,30
lion,lioness,son,daughter,30
lion,lioness,stallion,mare,30
lion,lioness,stepfather,stepmother,30
lion,lioness,superman,superwoman,30
lion,lioness,tiger,tigress,30
lion,lioness,uncle,aunt,30
lion,lioness,valet,maid,30
lion,lioness,waiter,waitress,30
man,woman,manager,manageress,30
man,woman,mister,miss,30
man,woman,murderer,murderess,30
man,woman,nephew,niece,30
man,woman,poet,poetess,30
man,woman,policeman,policewoman,30
man,woman,prince,princess,30
man,woman,ram,ewe,30
man,woman,rooster,hen,30
man,woman,sculptor,sculptress,30
man,woman,sir,madam,30
man,woman,son,daughter,30
man,woman,stallion,mare,30
man,woman,stepfather,stepmother,30
man,woman,superman,superwoman,30
man,woman,tiger,tigress,30
man,woman,uncle,aunt,30
man,woman,valet,maid,30
man,woman,waiter,waitress,30
manager,manageress,mister,miss,30
manager,manageress,murderer,murderess,30
manager,manageress,nephew,niece,30
manager,manageress,poet,poetess,30
manager,manageress,policeman,policewoman,30
manager,manageress,prince,princess,30
manager,manageress,ram,ewe,30
manager,manageress,rooster,hen,30
manager,manageress,sculptor,sculptress,30
manager,manageress,sir,madam,30
manager,manageress,son,daughter,30
manager,manageress,stallion,mare,30
manager,manageress,stepfather,stepmother,30
manager,manageress,superman,superwoman,30
manager,manageress,tiger,tigress,30
manager,manageress,uncle,aunt,30
manager,manageress,valet,maid,30
manager,manageress,waiter,waitress,30
mister,miss,murderer,murderess,30
mister,miss,nephew,niece,30
mister,miss,poet,poetess,30
mister,miss,policeman,policewoman,30
mister,miss,prince,princess,30
mister,miss,ram,ewe,30
mister,miss,rooster,hen,30
mister,miss,sculptor,sculptress,30
mister,miss,sir,madam,30
mister,miss,son,daughter,30
mister,miss,stallion,mare,30
mister,miss,stepfather,stepmother,30
mister,miss,superman,superwoman,30
mister,miss,tiger,tigress,30
mister,miss,uncle,aunt,30
mister,miss,valet,maid,30
mister,miss,waiter,waitress,30
murderer,murderess,nephew,niece,30
murderer,murderess,poet,poetess,30
murderer,murderess,policeman,policewoman,30
murderer,murderess,prince,princess,30
murderer,murderess,ram,ewe,30
murderer,murderess,rooster,hen,30
murderer,murderess,sculptor,sculptress,30
murderer,murderess,sir,madam,30
murderer,murderess,son,daughter,30
murderer,murderess,stallion,mare,30
murderer,murderess,stepfather,stepmother,30
murderer,murderess,superman,superwoman,30
murderer,murderess,tiger,tigress,30
murderer,murderess,uncle,aunt,30
murderer,murderess,valet,maid,30
murderer,murderess,waiter,waitress,30
nephew,niece,poet,poetess,30
nephew,niece,policeman,policewoman,30
nephew,niece,prince,princess,30
nephew,niece,ram,ewe,30
nephew,niece,rooster,hen,30
nephew,niece,sculptor,sculptress,30
nephew,niece,sir,madam,30
nephew,niece,son,daughter,30
nephew,niece,stallion,mare,30
nephew,niece,stepfather,stepmother,30
nephew,niece,superman,superwoman,30
nephew,niece,tiger,tigress,30
nephew,niece,uncle,aunt,30
nephew,niece,valet,maid,30
nephew,niece,waiter,waitress,30
poet,poetess,policeman,policewoman,30
poet,poetess,prince,princess,30
poet,poetess,ram,ewe,30
poet,poetess,rooster,hen,30
poet,poetess,sculptor,sculptress,30
poet,poetess,sir,madam,30
poet,poetess,son,daughter,30
poet,poetess,stallion,mare,30
poet,poetess,stepfather,stepmother,30
poet,poetess,superman,superwoman,30
poet,poetess,tiger,tigress,30
poet,poetess,uncle,aunt,30
poet,poetess,valet,maid,30
poet,poetess,waiter,waitress,30
policeman,policewoman,prince,princess,30
policeman,policewoman,ram,ewe,30
policeman,policewoman,rooster,hen,30
policeman,policewoman,sculptor,sculptress,30
policeman,policewoman,sir,madam,30
policeman,policewoman,son,daughter,30
policeman,policewoman,stallion,mare,30
policeman,policewoman,stepfather,stepmother,30
policeman,policewoman,superman,superwoman,30
policeman,policewoman,tiger,tigress,30
policeman,policewoman,uncle,aunt,30
policeman,policewoman,valet,maid,30
policeman,policewoman,waiter,waitress,30
prince,princess,ram,ewe,30
prince,princess,rooster,hen,30
prince,princess,sculptor,sculptress,30
prince,princess,sir,madam,30
prince,princess,son,daughter,30
prince,princess,stallion,mare,30
prince,princess,stepfather,stepmother,30
prince,princess,superman,superwoman,30
prince,princess,tiger,tigress,30
prince,princess,uncle,aunt,30
prince,princess,valet,maid,30
prince,princess,waiter,waitress,30
ram,ewe,rooster,hen,30
ram,ewe,sculptor,sculptress,30
ram,ewe,sir,madam,30
ram,ewe,son,daughter,30
ram,ewe,stallion,mare,30
ram,ewe,stepfather,stepmother,30
ram,ewe,superman,superwoman,30
ram,ewe,tiger,tigress,30
ram,ewe,uncle,aunt,30
ram,ewe,valet,maid,30
ram,ewe,waiter,waitress,30
rooster,hen,sculptor,sculptress,30
rooster,hen,sir,madam,30
rooster,hen,son,daughter,30
rooster,hen,stallion,mare,30
rooster,hen,stepfather,stepmother,30
rooster,hen,superman,superwoman,30
rooster,hen,tiger,tigress,30
rooster,hen,uncle,aunt,30
rooster,hen,valet,maid,30
rooster,hen,waiter,waitress,30
sculptor,sculptress,sir,madam,30
sculptor,sculptress,son,daughter,30
sculptor,sculptress,stallion,mare,30
sculptor,sculptress,stepfather,stepmother,30
sculptor,sculptress,superman,superwoman,30
sculptor,sculptress,tiger,tigress,30
sculptor,sculptress,uncle,aunt,30
sculptor,sculptress,valet,maid,30
sculptor,sculptress,waiter,waitress,30
sir,madam,son,daughter,30
sir,madam,stallion,mare,30
sir,madam,stepfather,stepmother,30
sir,madam,superman,superwoman,30
sir,madam,tiger,tigress,30
sir,madam,uncle,aunt,30
sir,madam,valet,maid,30
sir,madam,waiter,waitress,30
son,daughter,stallion,mare,30
son,daughter,stepfather,stepmother,30
son,daughter,superman,superwoman,30
son,daughter,tiger,tigress,30
son,daughter,uncle,aunt,30
son,daughter,valet,maid,30
son,daughter,waiter,waitress,30
stallion,mare,stepfather,stepmother,30
stallion,mare,superman,superwoman,30
stallion,mare,tiger,tigress,30
stallion,mare,uncle,aunt,30
stallion,mare,valet,maid,30
stallion,mare,waiter,waitress,30
stepfather,stepmother,superman,superwoman,30
stepfather,stepmother,tiger,tigress,30
stepfather,stepmother,uncle,aunt,30
stepfather,stepmother,valet,maid,30
stepfather,stepmother,waiter,waitress,30
superman,superwoman,tiger,tigress,30
superman,superwoman,uncle,aunt,30
superman,superwoman,valet,maid,30
superman,superwoman,waiter,waitress,30
tiger,tigress,uncle,aunt,30
tiger,tigress,valet,maid,30
tiger,tigress,waiter,waitress,30
uncle,aunt,valet,maid,30
uncle,aunt,waiter,waitress,30
valet,maid,waiter,waitress,30
