abuja,nigeria,accra,ghana,2
belgrade,serbia,dushanbe,tajikistan,2
belgrade,funafuti,serbia,tuvalu,2
belgrade,serbia,gaborone,botswana,2
belgrade,georgetown,serbia,guyana,2
belgrade,serbia,hanoi,vietnam,2
belgrade,harare,serbia,zimbabwe,2
belgrade,serbia,havana,cuba,2
belgrade,helsinki,serbia,finland,2
belgrade,serbia,islamabad,pakistan,2
belgrade,jakarta,serbia,indonesia,2
belgrade,serbia,kabul,afghanistan,2
belgrade,kampala,serbia,uganda,2
belgrade,serbia,kathmandu,nepal,2
belgrade,khartoum,serbia,sudan,2
belgrade,serbia,kiev,ukraine,2
belgrade,kigali,serbia,rwanda,2
belgrade,serbia,kingston,jamaica,2
belgrade,libreville,serbia,gabon,2
belgrade,serbia,lilongwe,malawi,2
belmopan,berlin,belize,germany,2
belmopan,belize,bern,switzerland,2
belmopan,bishkek,belize,kyrgyzstan,2
belmopan,belize,bratislava,slovakia,2
belmopan,brussels,belize,belgium,2
belmopan,belize,bucharest,romania,2
belmopan,budapest,belize,hungary,2
belmopan,belize,bujumbura,burundi,2
belmopan,cairo,belize,egypt,2
belmopan,belize,canberra,australia,2
belmopan,caracas,belize,venezuela,2
belmopan,belize,chisinau,moldova,2
belmopan,conakry,belize,guinea,2
belmopan,belize,copenhagen,denmark,2
belmopan,dakar,belize,senegal,2
belmopan,belize,damascus,syria,2
belmopan,dhaka,belize,bangladesh,2
belmopan,belize,doha,qatar,2
belmopan,dublin,belize,ireland,2
belmopan,belize,dushanbe,tajikistan,2
belmopan,funafuti,belize,tuvalu,2
belmopan,belize,gaborone,botswana,2
belmopan,georgetown,belize,guyana,2
belmopan,belize,hanoi,vietnam,2
belmopan,harare,belize,zimbabwe,2
belmopan,belize,havana,cuba,2
belmopan,helsinki,belize,finland,2
belmopan,belize,islamabad,pakistan,2
belmopan,jakarta,belize,indonesia,2
belmopan,belize,kabul,afghanistan,2
belmopan,kampala,belize,uganda,2
belmopan,belize,kathmandu,nepal,2
belmopan,khartoum,belize,sudan,2
belmopan,belize,kiev,ukraine,2
belmopan,kigali,belize,rwanda,2
belmopan,belize,kingston,jamaica,2
belmopan,libreville,belize,gabon,2
belmopan,belize,lilongwe,malawi,2
belmopan,lima,belize,peru,2
berlin,germany,bern,switzerland,2
berlin,bishkek,germany,kyrgyzstan,2
berlin,germany,bratislava,slovakia,2
berlin,brussels,germany,belgium,2
berlin,germany,bucharest,romania,2
berlin,budapest,germany,hungary,2
berlin,germany,bujumbura,burundi,2
berlin,cairo,germany,egypt,2
berlin,germany,canberra,australia,2
berlin,caracas,germany,venezuela,2
berlin,germany,chisinau,moldova,2
berlin,conakry,germany,guinea,2
berlin,germany,copenhagen,denmark,2
berlin,dakar,germany,senegal,2
berlin,germany,damascus,syria,2
berlin,dhaka,germany,bangladesh,2
berlin,germany,doha,qatar,2
berlin,dublin,germany,ireland,2
berlin,germany,dushanbe,tajikistan,2
berlin,funafuti,germany,tuvalu,2
berlin,germany,gaborone,botswana,2
berlin,georgetown,germany,guyana,2
berlin,germany,hanoi,vietnam,2
berlin,harare,germany,zimbabwe,2
berlin,germany,havana,cuba,2
berlin,helsinki,germany,finland,2
berlin,germany,islamabad,pakistan,2
berlin,jakarta,germany,indonesia,2
berlin,germany,kabul,afghanistan,2
berlin,kampala,germany,uganda,2
berlin,germany,kathmandu,nepal,2
berlin,khartoum,germany,sudan,2
berlin,germany,kiev,ukraine,2
berlin,kigali,germany,rwanda,2
berlin,germany,kingston,jamaica,2
berlin,libreville,germany,gabon,2
berlin,germany,lilongwe,malawi,2
berlin,lima,germany,peru,2
berlin,germany,lisbon,portugal,2
bern,bishkek,switzerland,kyrgyzstan,2
bern,switzerland,bratislava,slovakia,2
bern,brussels,switzerland,belgium,2
bern,switzerland,bucharest,romania,2
bern,budapest,switzerland,hungary,2
bern,switzerland,bujumbura,burundi,2
bern,cairo,switzerland,egypt,2
bern,switzerland,canberra,australia,2
bern,caracas,switzerland,venezuela,2
bern,switzerland,chisinau,moldova,2
bern,conakry,switzerland,guinea,2
bern,switzerland,copenhagen,denmark,2
bern,dakar,switzerland,senegal,2
bern,switzerland,damascus,syria,2
bern,dhaka,switzerland,bangladesh,2
bern,switzerland,doha,qatar,2
bern,dublin,switzerland,ireland,2
bern,switzerland,dushanbe,tajikistan,2
bern,funafuti,switzerland,tuvalu,2
bern,switzerland,gaborone,botswana,2
bern,georgetown,switzerland,guyana,2
bern,switzerland,hanoi,vietnam,2
bern,harare,switzerland,zimbabwe,2
bern,switzerland,havana,cuba,2
bern,helsinki,switzerland,finland,2
bern,switzerland,islamabad,pakistan,2
bern,jakarta,switzerland,indonesia,2
bern,switzerland,kabul,afghanistan,2
bern,kampala,switzerland,uganda,2
bern,switzerland,kathmandu,nepal,2
bern,khartoum,switzerland,sudan,2
bern,switzerland,kiev,ukraine,2
bern,kigali,switzerland,rwanda,2
bern,switzerland,kingston,jamaica,2
bern,libreville,switzerland,gabon,2
bern,switzerland,lilongwe,malawi,2
bern,lima,switzerland,peru,2
bern,switzerland,lisbon,portugal,2
bern,ljubljana,switzerland,slovenia,2
bishkek,kyrgyzstan,bratislava,slovakia,2
bishkek,brussels,kyrgyzstan,belgium,2
bishkek,kyrgyzstan,bucharest,romania,2
bishkek,budapest,kyrgyzstan,hungary,2
bishkek,kyrgyzstan,bujumbura,burundi,2
bishkek,cairo,kyrgyzstan,egypt,2
bishkek,kyrgyzstan,canberra,australia,2
bishkek,caracas,kyrgyzstan,venezuela,2
bishkek,kyrgyzstan,chisinau,moldova,2
bishkek,conakry,kyrgyzstan,guinea,2
bishkek,kyrgyzstan,copenhagen,denmark,2
bishkek,dakar,kyrgyzstan,senegal,2
bishkek,kyrgyzstan,damascus,syria,2
bishkek,dhaka,kyrgyzstan,bangladesh,2
bishkek,kyrgyzstan,doha,qatar,2
bishkek,dublin,kyrgyzstan,ireland,2
bishkek,kyrgyzstan,dushanbe,tajikistan,2
bishkek,funafuti,kyrgyzstan,tuvalu,2
bishkek,kyrgyzstan,gaborone,botswana,2
bishkek,georgetown,kyrgyzstan,guyana,2
bishkek,kyrgyzstan,hanoi,vietnam,2
bishkek,harare,kyrgyzstan,zimbabwe,2
bishkek,kyrgyzstan,havana,cuba,2
bishkek,helsinki,kyrgyzstan,finland,2
bishkek,kyrgyzstan,islamabad,pakistan,2
bishkek,jakarta,kyrgyzstan,indonesia,2
bishkek,kyrgyzstan,kabul,afghanistan,2
bishkek,kampala,kyrgyzstan,uganda,2
bishkek,kyrgyzstan,kathmandu,nepal,2
bishkek,khartoum,kyrgyzstan,sudan,2
bishkek,kyrgyzstan,kiev,ukraine,2
bishkek,kigali,kyrgyzstan,rwanda,2
bishkek,kyrgyzstan,kingston,jamaica,2
bishkek,libreville,kyrgyzstan,gabon,2
bishkek,kyrgyzstan,lilongwe,malawi,2
bishkek,lima,kyrgyzstan,peru,2
bishkek,kyrgyzstan,lisbon,portugal,2
bishkek,ljubljana,kyrgyzstan,slovenia,2
bishkek,kyrgyzstan,london,england,2
bratislava,brussels,slovakia,belgium,2
bratislava,slovakia,bucharest,romania,2
bratislava,budapest,slovakia,hungary,2
bratislava,slovakia,bujumbura,burundi,2
bratislava,cairo,slovakia,egypt,2
bratislava,slovakia,canberra,australia,2
bratislava,caracas,slovakia,venezuela,2
bratislava,slovakia,chisinau,moldova,2
bratislava,conakry,slovakia,guinea,2
bratislava,slovakia,copenhagen,denmark,2
bratislava,dakar,slovakia,senegal,2
bratislava,slovakia,damascus,syria,2
bratislava,dhaka,slovakia,bangladesh,2
bratislava,slovakia,doha,qatar,2
bratislava,dublin,slovakia,ireland,2
bratislava,slovakia,dushanbe,tajikistan,2
bratislava,funafuti,slovakia,tuvalu,2
bratislava,slovakia,gaborone,botswana,2
bratislava,georgetown,slovakia,guyana,2
bratislava,slovakia,hanoi,vietnam,2
bratislava,harare,slovakia,zimbabwe,2
bratislava,slovakia,havana,cuba,2
bratislava,helsinki,slovakia,finland,2
bratislava,slovakia,islamabad,pakistan,2
bratislava,jakarta,slovakia,indonesia,2
bratislava,slovakia,kabul,afghanistan,2
bratislava,kampala,slovakia,uganda,2
bratislava,slovakia,kathmandu,nepal,2
bratislava,khartoum,slovakia,sudan,2
bratislava,slovakia,kiev,ukraine,2
bratislava,kigali,slovakia,rwanda,2
bratislava,slovakia,kingston,jamaica,2
bratislava,libreville,slovakia,gabon,2
bratislava,slovakia,lilongwe,malawi,2
bratislava,lima,slovakia,peru,2
bratislava,slovakia,lisbon,portugal,2
bratislava,ljubljana,slovakia,slovenia,2
bratislava,slovakia,london,england,2
bratislava,luanda,slovakia,angola,2
brussels,belgium,bucharest,romania,2
brussels,budapest,belgium,hungary,2
brussels,belgium,bujumbura,burundi,2
brussels,cairo,belgium,egypt,2
brussels,belgium,canberra,australia,2
brussels,caracas,belgium,venezuela,2
brussels,belgium,chisinau,moldova,2
brussels,conakry,belgium,guinea,2
brussels,belgium,copenhagen,denmark,2
brussels,dakar,belgium,senegal,2
brussels,belgium,damascus,syria,2
brussels,dhaka,belgium,bangladesh,2
brussels,belgium,doha,qatar,2
brussels,dublin,belgium,ireland,2
brussels,belgium,dushanbe,tajikistan,2
brussels,funafuti,belgium,tuvalu,2
brussels,belgium,gaborone,botswana,2
brussels,georgetown,belgium,guyana,2
brussels,belgium,hanoi,vietnam,2
brussels,harare,belgium,zimbabwe,2
brussels,belgium,havana,cuba,2
brussels,helsinki,belgium,finland,2
brussels,belgium,islamabad,pakistan,2
brussels,jakarta,belgium,indonesia,2
brussels,belgium,kabul,afghanistan,2
brussels,kampala,belgium,uganda,2
brussels,belgium,kathmandu,nepal,2
brussels,khartoum,belgium,sudan,2
brussels,belgium,kiev,ukraine,2
brussels,kigali,belgium,rwanda,2
brussels,belgium,kingston,jamaica,2
brussels,libreville,belgium,gabon,2
brussels,belgium,lilongwe,malawi,2
brussels,lima,belgium,peru,2
brussels,belgium,lisbon,portugal,2
brussels,ljubljana,belgium,slovenia,2
brussels,belgium,london,england,2
brussels,luanda,belgium,angola,2
brussels,belgium,lusaka,zambia,2
bucharest,budapest,romania,hungary,2
bucharest,romania,bujumbura,burundi,2
bucharest,cairo,romania,egypt,2
bucharest,romania,canberra,australia,2
bucharest,caracas,romania,venezuela,2
bucharest,romania,chisinau,moldova,2
bucharest,conakry,romania,guinea,2
bucharest,romania,copenhagen,denmark,2
bucharest,dakar,romania,senegal,2
bucharest,romania,damascus,syria,2
bucharest,dhaka,romania,bangladesh,2
bucharest,romania,doha,qatar,2
bucharest,dublin,romania,ireland,2
bucharest,romania,dushanbe,tajikistan,2
bucharest,funafuti,romania,tuvalu,2
bucharest,romania,gaborone,botswana,2
bucharest,georgetown,romania,guyana,2
bucharest,romania,hanoi,vietnam,2
bucharest,harare,romania,zimbabwe,2
bucharest,romania,havana,cuba,2
bucharest,helsinki,romania,finland,2
bucharest,romania,islamabad,pakistan,2
bucharest,jakarta,romania,indonesia,2
bucharest,romania,kabul,afghanistan,2
bucharest,kampala,romania,uganda,2
bucharest,romania,kathmandu,nepal,2
bucharest,khartoum,romania,sudan,2
bucharest,romania,kiev,ukraine,2
bucharest,kigali,romania,rwanda,2
bucharest,romania,kingston,jamaica,2
bucharest,libreville,romania,gabon,2
bucharest,romania,lilongwe,malawi,2
bucharest,lima,romania,peru,2
bucharest,romania,lisbon,portugal,2
bucharest,ljubljana,romania,slovenia,2
bucharest,romania,london,england,2
bucharest,luanda,romania,angola,2
bucharest,romania,lusaka,zambia,2
bucharest,madrid,romania,spain,2
budapest,hungary,bujumbura,burundi,2
budapest,cairo,hungary,egypt,2
budapest,hungary,canberra,australia,2
budapest,caracas,hungary,venezuela,2
budapest,hungary,chisinau,moldova,2
budapest,conakry,hungary,guinea,2
budapest,hungary,copenhagen,denmark,2
budapest,dakar,hungary,senegal,2
budapest,hungary,damascus,syria,2
budapest,dhaka,hungary,bangladesh,2
budapest,hungary,doha,qatar,2
budapest,dublin,hungary,ireland,2
budapest,hungary,dushanbe,tajikistan,2
budapest,funafuti,hungary,tuvalu,2
budapest,hungary,gaborone,botswana,2
budapest,georgetown,hungary,guyana,2
budapest,hungary,hanoi,vietnam,2
budapest,harare,hungary,zimbabwe,2
budapest,hungary,havana,cuba,2
budapest,helsinki,hungary,finland,2
budapest,hungary,islamabad,pakistan,2
budapest,jakarta,hungary,indonesia,2
budapest,hungary,kabul,afghanistan,2
budapest,kampala,hungary,uganda,2
budapest,hungary,kathmandu,nepal,2
budapest,khartoum,hungary,sudan,2
budapest,hungary,kiev,ukraine,2
budapest,kigali,hungary,rwanda,2
budapest,hungary,kingston,jamaica,2
budapest,libreville,hungary,gabon,2
budapest,hungary,lilongwe,malawi,2
budapest,lima,hungary,peru,2
budapest,hungary,lisbon,portugal,2
budapest,ljubljana,hungary,slovenia,2
budapest,hungary,london,england,2
budapest,luanda,hungary,angola,2
budapest,hungary,lusaka,zambia,2
budapest,madrid,hungary,spain,2
budapest,hungary,managua,nicaragua,2
bujumbura,cairo,burundi,egypt,2
bujumbura,burundi,canberra,australia,2
bujumbura,caracas,burundi,venezuela,2
bujumbura,burundi,chisinau,moldova,2
bujumbura,conakry,burundi,guinea,2
bujumbura,burundi,copenhagen,denmark,2
bujumbura,dakar,burundi,senegal,2
bujumbura,burundi,damascus,syria,2
bujumbura,dhaka,burundi,bangladesh,2
bujumbura,burundi,doha,qatar,2
bujumbura,dublin,burundi,ireland,2
bujumbura,burundi,dushanbe,tajikistan,2
bujumbura,funafuti,burundi,tuvalu,2
bujumbura,burundi,gaborone,botswana,2
bujumbura,georgetown,burundi,guyana,2
bujumbura,burundi,hanoi,vietnam,2
bujumbura,harare,burundi,zimbabwe,2
bujumbura,burundi,havana,cuba,2
bujumbura,helsinki,burundi,finland,2
bujumbura,burundi,islamabad,pakistan,2
bujumbura,jakarta,burundi,indonesia,2
bujumbura,burundi,kabul,afghanistan,2
bujumbura,kampala,burundi,uganda,2
bujumbura,burundi,kathmandu,nepal,2
bujumbura,khartoum,burundi,sudan,2
bujumbura,burundi,kiev,ukraine,2
bujumbura,kigali,burundi,rwanda,2
bujumbura,burundi,kingston,jamaica,2
bujumbura,libreville,burundi,gabon,2
bujumbura,burundi,lilongwe,malawi,2
bujumbura,lima,burundi,peru,2
bujumbura,burundi,lisbon,portugal,2
bujumbura,ljubljana,burundi,slovenia,2
bujumbura,burundi,london,england,2
bujumbura,luanda,burundi,angola,2
bujumbura,burundi,lusaka,zambia,2
bujumbura,madrid,burundi,spain,2
bujumbura,burundi,managua,nicaragua,2
bujumbura,manama,burundi,bahrain,2
cairo,egypt,canberra,australia,2
cairo,caracas,egypt,venezuela,2
cairo,egypt,chisinau,moldova,2
cairo,conakry,egypt,guinea,2
cairo,egypt,copenhagen,denmark,2
cairo,dakar,egypt,senegal,2
cairo,egypt,damascus,syria,2
cairo,dhaka,egypt,bangladesh,2
cairo,egypt,doha,qatar,2
cairo,dublin,egypt,ireland,2
cairo,egypt,dushanbe,tajikistan,2
cairo,funafuti,egypt,tuvalu,2
cairo,egypt,gaborone,botswana,2
cairo,georgetown,egypt,guyana,2
cairo,egypt,hanoi,vietnam,2
cairo,harare,egypt,zimbabwe,2
cairo,egypt,havana,cuba,2
cairo,helsinki,egypt,finland,2
cairo,egypt,islamabad,pakistan,2
cairo,jakarta,egypt,indonesia,2
cairo,egypt,kabul,afghanistan,2
cairo,kampala,egypt,uganda,2
cairo,egypt,kathmandu,nepal,2
cairo,khartoum,egypt,sudan,2
cairo,egypt,kiev,ukraine,2
cairo,kigali,egypt,rwanda,2
cairo,egypt,kingston,jamaica,2
cairo,libreville,egypt,gabon,2
cairo,egypt,lilongwe,malawi,2
cairo,lima,egypt,peru,2
cairo,egypt,lisbon,portugal,2
cairo,ljubljana,egypt,slovenia,2
cairo,egypt,london,england,2
cairo,luanda,egypt,angola,2
cairo,egypt,lusaka,zambia,2
cairo,madrid,egypt,spain,2
cairo,egypt,managua,nicaragua,2
cairo,manama,egypt,bahrain,2
cairo,egypt,manila,philippines,2
canberra,caracas,australia,venezuela,2
canberra,australia,chisinau,moldova,2
canberra,conakry,australia,guinea,2
canberra,australia,copenhagen,denmark,2
canberra,dakar,australia,senegal,2
canberra,australia,damascus,syria,2
canberra,dhaka,australia,bangladesh,2
canberra,australia,doha,qatar,2
canberra,dublin,australia,ireland,2
canberra,australia,dushanbe,tajikistan,2
canberra,funafuti,australia,tuvalu,2
canberra,australia,gaborone,botswana,2
canberra,georgetown,australia,guyana,2
canberra,australia,hanoi,vietnam,2
canberra,harare,australia,zimbabwe,2
canberra,australia,havana,cuba,2
canberra,helsinki,australia,finland,2
canberra,australia,islamabad,pakistan,2
canberra,jakarta,australia,indonesia,2
canberra,australia,kabul,afghanistan,2
canberra,kampala,australia,uganda,2
canberra,australia,kathmandu,nepal,2
canberra,khartoum,australia,sudan,2
canberra,australia,kiev,ukraine,2
canberra,kigali,australia,rwanda,2
canberra,australia,kingston,jamaica,2
canberra,libreville,australia,gabon,2
canberra,australia,lilongwe,malawi,2
canberra,lima,australia,peru,2
canberra,australia,lisbon,portugal,2
canberra,ljubljana,australia,slovenia,2
canberra,australia,london,england,2
canberra,luanda,australia,angola,2
canberra,australia,lusaka,zambia,2
canberra,madrid,australia,spain,2
canberra,australia,managua,nicaragua,2
canberra,manama,australia,bahrain,2
canberra,australia,manila,philippines,2
canberra,maputo,australia,mozambique,2
caracas,venezuela,chisinau,moldova,2
caracas,conakry,venezuela,guinea,2
caracas,venezuela,copenhagen,denmark,2
caracas,dakar,venezuela,senegal,2
caracas,venezuela,damascus,syria,2
caracas,dhaka,venezuela,bangladesh,2
caracas,venezuela,doha,qatar,2
caracas,dublin,venezuela,ireland,2
caracas,venezuela,dushanbe,tajikistan,2
caracas,funafuti,venezuela,tuvalu,2
caracas,venezuela,gaborone,botswana,2
caracas,georgetown,venezuela,guyana,2
caracas,venezuela,hanoi,vietnam,2
caracas,harare,venezuela,zimbabwe,2
caracas,venezuela,havana,cuba,2
caracas,helsinki,venezuela,finland,2
caracas,venezuela,islamabad,pakistan,2
caracas,jakarta,venezuela,indonesia,2
caracas,venezuela,kabul,afghanistan,2
caracas,kampala,venezuela,uganda,2
caracas,venezuela,kathmandu,nepal,2
caracas,khartoum,venezuela,sudan,2
caracas,venezuela,kiev,ukraine,2
caracas,kigali,venezuela,rwanda,2
caracas,venezuela,kingston,jamaica,2
caracas,libreville,venezuela,gabon,2
caracas,venezuela,lilongwe,malawi,2
caracas,lima,venezuela,peru,2
caracas,venezuela,lisbon,portugal,2
caracas,ljubljana,venezuela,slovenia,2
caracas,venezuela,london,england,2
caracas,luanda,venezuela,angola,2
caracas,venezuela,lusaka,zambia,2
caracas,madrid,venezuela,spain,2
caracas,venezuela,managua,nicaragua,2
caracas,manama,venezuela,bahrain,2
caracas,venezuela,manila,philippines,2
caracas,maputo,venezuela,mozambique,2
caracas,venezuela,minsk,belarus,2
chisinau,conakry,moldova,guinea,2
chisinau,moldova,copenhagen,denmark,2
chisinau,dakar,moldova,senegal,2
chisinau,moldova,damascus,syria,2
chisinau,dhaka,moldova,bangladesh,2
chisinau,moldova,doha,qatar,2
chisinau,dublin,moldova,ireland,2
chisinau,moldova,dushanbe,tajikistan,2
chisinau,funafuti,moldova,tuvalu,2
chisinau,moldova,gaborone,botswana,2
chisinau,georgetown,moldova,guyana,2
chisinau,moldova,hanoi,vietnam,2
chisinau,harare,moldova,zimbabwe,2
chisinau,moldova,havana,cuba,2
chisinau,helsinki,moldova,finland,2
chisinau,moldova,islamabad,pakistan,2
chisinau,jakarta,moldova,indonesia,2
chisinau,moldova,kabul,afghanistan,2
chisinau,kampala,moldova,uganda,2
chisinau,moldova,kathmandu,nepal,2
chisinau,khartoum,moldova,sudan,2
chisinau,moldova,kiev,ukraine,2
chisinau,kigali,moldova,rwanda,2
chisinau,moldova,kingston,jamaica,2
chisinau,libreville,moldova,gabon,2
chisinau,moldova,lilongwe,malawi,2
chisinau,lima,moldova,peru,2
chisinau,moldova,lisbon,portugal,2
chisinau,ljubljana,moldova,slovenia,2
chisinau,moldova,london,england,2
chisinau,luanda,moldova,angola,2
chisinau,moldova,lusaka,zambia,2
chisinau,madrid,moldova,spain,2
chisinau,moldova,managua,nicaragua,2
chisinau,manama,moldova,bahrain,2
chisinau,moldova,manila,philippines,2
chisinau,maputo,moldova,mozambique,2
chisinau,moldova,minsk,belarus,2
chisinau,mogadishu,moldova,somalia,2
conakry,guinea,copenhagen,denmark,2
conakry,dakar,guinea,senegal,2
conakry,guinea,damascus,syria,2
conakry,dhaka,guinea,bangladesh,2
conakry,guinea,doha,qatar,2
conakry,dublin,guinea,ireland,2
conakry,guinea,dushanbe,tajikistan,2
conakry,funafuti,guinea,tuvalu,2
conakry,guinea,gaborone,botswana,2
conakry,georgetown,guinea,guyana,2
conakry,guinea,hanoi,vietnam,2
conakry,harare,guinea,zimbabwe,2
conakry,guinea,havana,cuba,2
conakry,helsinki,guinea,finland,2
conakry,guinea,islamabad,pakistan,2
conakry,jakarta,guinea,indonesia,2
conakry,guinea,kabul,afghanistan,2
conakry,kampala,guinea,uganda,2
conakry,guinea,kathmandu,nepal,2
conakry,khartoum,guinea,sudan,2
conakry,guinea,kiev,ukraine,2
conakry,kigali,guinea,rwanda,2
conakry,guinea,kingston,jamaica,2
conakry,libreville,guinea,gabon,2
conakry,guinea,lilongwe,malawi,2
conakry,lima,guinea,peru,2
conakry,guinea,lisbon,portugal,2
conakry,ljubljana,guinea,slovenia,2
conakry,guinea,london,england,2
conakry,luanda,guinea,angola,2
conakry,guinea,lusaka,zambia,2
conakry,madrid,guinea,spain,2
conakry,guinea,managua,nicaragua,2
conakry,manama,guinea,bahrain,2
conakry,guinea,manila,philippines,2
conakry,maputo,guinea,mozambique,2
conakry,guinea,minsk,belarus,2
conakry,mogadishu,guinea,somalia,2
conakry,guinea,monrovia,liberia,2
copenhagen,dakar,denmark,senegal,2
copenhagen,denmark,damascus,syria,2
copenhagen,dhaka,denmark,bangladesh,2
copenhagen,denmark,doha,qatar,2
copenhagen,dublin,denmark,ireland,2
copenhagen,denmark,dushanbe,tajikistan,2
copenhagen,funafuti,denmark,tuvalu,2
copenhagen,denmark,gaborone,botswana,2
copenhagen,georgetown,denmark,guyana,2
copenhagen,denmark,hanoi,vietnam,2
copenhagen,harare,denmark,zimbabwe,2
copenhagen,denmark,havana,cuba,2
copenhagen,helsinki,denmark,finland,2
copenhagen,denmark,islamabad,pakistan,2
copenhagen,jakarta,denmark,indonesia,2
copenhagen,denmark,kabul,afghanistan,2
copenhagen,kampala,denmark,uganda,2
copenhagen,denmark,kathmandu,nepal,2
copenhagen,khartoum,denmark,sudan,2
copenhagen,denmark,kiev,ukraine,2
copenhagen,kigali,denmark,rwanda,2
copenhagen,denmark,kingston,jamaica,2
copenhagen,libreville,denmark,gabon,2
copenhagen,denmark,lilongwe,malawi,2
copenhagen,lima,denmark,peru,2
copenhagen,denmark,lisbon,portugal,2
copenhagen,ljubljana,denmark,slovenia,2
copenhagen,denmark,london,england,2
copenhagen,luanda,denmark,angola,2
copenhagen,denmark,lusaka,zambia,2
copenhagen,madrid,denmark,spain,2
copenhagen,denmark,managua,nicaragua,2
copenhagen,manama,denmark,bahrain,2
copenhagen,denmark,manila,philippines,2
copenhagen,maputo,denmark,mozambique,2
copenhagen,denmark,minsk,belarus,2
copenhagen,mogadishu,denmark,somalia,2
copenhagen,denmark,monrovia,liberia,2
copenhagen,montevideo,denmark,uruguay,2
dakar,senegal,damascus,syria,2
dakar,dhaka,senegal,bangladesh,2
dakar,senegal,doha,qatar,2
dakar,dublin,senegal,ireland,2
dakar,senegal,dushanbe,tajikistan,2
dakar,funafuti,senegal,tuvalu,2
dakar,senegal,gaborone,botswana,2
dakar,georgetown,senegal,guyana,2
dakar,senegal,hanoi,vietnam,2
dakar,harare,senegal,zimbabwe,2
dakar,senegal,havana,cuba,2
dakar,helsinki,senegal,finland,2
dakar,senegal,islamabad,pakistan,2
dakar,jakarta,senegal,indonesia,2
dakar,senegal,kabul,afghanistan,2
dakar,kampala,senegal,uganda,2
dakar,senegal,kathmandu,nepal,2
dakar,khartoum,senegal,sudan,2
dakar,senegal,kiev,ukraine,2
dakar,kigali,senegal,rwanda,2
dakar,senegal,kingston,jamaica,2
dakar,libreville,senegal,gabon,2
dakar,senegal,lilongwe,malawi,2
dakar,lima,senegal,peru,2
dakar,senegal,lisbon,portugal,2
dakar,ljubljana,senegal,slovenia,2
dakar,senegal,london,england,2
dakar,luanda,senegal,angola,2
dakar,senegal,lusaka,zambia,2
dakar,madrid,senegal,spain,2
dakar,senegal,managua,nicaragua,2
dakar,manama,senegal,bahrain,2
dakar,senegal,manila,philippines,2
dakar,maputo,senegal,mozambique,2
dakar,senegal,minsk,belarus,2
dakar,mogadishu,senegal,somalia,2
dakar,senegal,monrovia,liberia,2
dakar,montevideo,senegal,uruguay,2
dakar,senegal,moscow,russia,2
damascus,dhaka,syria,bangladesh,2
damascus,syria,doha,qatar,2
damascus,dublin,syria,ireland,2
damascus,syria,dushanbe,tajikistan,2
damascus,funafuti,syria,tuvalu,2
damascus,syria,gaborone,botswana,2
damascus,georgetown,syria,guyana,2
damascus,syria,hanoi,vietnam,2
damascus,harare,syria,zimbabwe,2
damascus,syria,havana,cuba,2
damascus,helsinki,syria,finland,2
damascus,syria,islamabad,pakistan,2
damascus,jakarta,syria,indonesia,2
damascus,syria,kabul,afghanistan,2
damascus,kampala,syria,uganda,2
damascus,syria,kathmandu,nepal,2
damascus,khartoum,syria,sudan,2
damascus,syria,kiev,ukraine,2
damascus,kigali,syria,rwanda,2
damascus,syria,kingston,jamaica,2
damascus,libreville,syria,gabon,2
damascus,syria,lilongwe,malawi,2
damascus,lima,syria,peru,2
damascus,syria,lisbon,portugal,2
damascus,ljubljana,syria,slovenia,2
damascus,syria,london,england,2
damascus,luanda,syria,angola,2
damascus,syria,lusaka,zambia,2
damascus,madrid,syria,spain,2
damascus,syria,managua,nicaragua,2
damascus,manama,syria,bahrain,2
damascus,syria,manila,philippines,2
damascus,maputo,syria,mozambique,2
damascus,syria,minsk,belarus,2
damascus,mogadishu,syria,somalia,2
damascus,syria,monrovia,liberia,2
damascus,montevideo,syria,uruguay,2
damascus,syria,moscow,russia,2
damascus,muscat,syria,oman,2
dhaka,bangladesh,doha,qatar,2
dhaka,dublin,bangladesh,ireland,2
dhaka,bangladesh,dushanbe,tajikistan,2
dhaka,funafuti,bangladesh,tuvalu,2
dhaka,bangladesh,gaborone,botswana,2
dhaka,georgetown,bangladesh,guyana,2
dhaka,bangladesh,hanoi,vietnam,2
dhaka,harare,bangladesh,zimbabwe,2
dhaka,bangladesh,havana,cuba,2
dhaka,helsinki,bangladesh,finland,2
dhaka,bangladesh,islamabad,pakistan,2
dhaka,jakarta,bangladesh,indonesia,2
dhaka,bangladesh,kabul,afghanistan,2
dhaka,kampala,bangladesh,uganda,2
dhaka,bangladesh,kathmandu,nepal,2
dhaka,khartoum,bangladesh,sudan,2
dhaka,bangladesh,kiev,ukraine,2
dhaka,kigali,bangladesh,rwanda,2
dhaka,bangladesh,kingston,jamaica,2
dhaka,libreville,bangladesh,gabon,2
dhaka,bangladesh,lilongwe,malawi,2
dhaka,lima,bangladesh,peru,2
dhaka,bangladesh,lisbon,portugal,2
dhaka,ljubljana,bangladesh,slovenia,2
dhaka,bangladesh,london,england,2
dhaka,luanda,bangladesh,angola,2
dhaka,bangladesh,lusaka,zambia,2
dhaka,madrid,bangladesh,spain,2
dhaka,bangladesh,managua,nicaragua,2
dhaka,manama,bangladesh,bahrain,2
dhaka,bangladesh,manila,philippines,2
dhaka,maputo,bangladesh,mozambique,2
